"","gene.id","radius","size","observed.tau_b","p.Decay","time"
"2370","CALCRL",2,129,-0.115012893211355,0.049,3.50317692756653
"3493","ICMT",3,84,-0.134763128631536,0.081,4.63937783241272
"3494","POR",3,721,-0.0763076275676323,0.004,4.0827898979187
"2371","DDX10",2,227,-0.0201067749463267,0.369,4.71297788619995
"3495","LARP1",3,579,-0.072922048089595,0.021,4.49531483650208
"3496","TRMT2A",3,666,-0.0628910343932085,0.027,4.06031394004822
"3497","GNL1",3,891,-0.0495747259066508,0.038,4.59845805168152
"3498","MRM2",3,739,-0.0552721016234885,0.032,4.59441590309143
"3499","DDX51",3,886,-0.035184614276244,0.093,4.15648198127747
"3500","NSUN4",3,1142,-0.0374280191434822,0.059,4.67236280441284
"3501","TFB1M",3,1305,-0.0160905458834117,0.249,4.2851710319519
"2372","NSUN2",2,257,-0.0052119248184856,0.475,4.79131698608398
"3502","PAK1IP1",3,951,-0.0300176945011664,0.135,4.64939904212952
"3503","LARP1B",3,579,-0.0732444183450945,0.023,4.02880001068115
"3504","LSG1",3,891,-0.0496877811538724,0.038,4.59076809883118
"2373","TRMT1",2,211,-0.00739775309707513,0.456,4.66225600242615
"3505","TTC27",3,1673,-0.0189447933526314,0.178,3.60835790634155
"2374","DHX32",2,172,-0.0769230461519937,0.146,4.56592798233032
"2375","DDX28",2,245,-0.0389336869534949,0.228,4.21110105514526
"3506","NSUN3",3,1142,-0.0339301050258372,0.086,4.68335604667664
"3507","SKIV2L",3,1210,-0.0443521654979597,0.033,4.66648507118225
"3508","NSUN7",3,959,-0.0477259255742198,0.04,4.18761301040649
"3509","TRMT2B",3,666,-0.0616827389032061,0.032,4.48258590698242
"2376","TRMT1L",2,190,-0.0211185392558164,0.362,4.60842108726501
"3510","NOA1",3,722,-0.0622491345276242,0.024,4.07030916213989
"2377","RTCA",2,207,-0.0581129133169545,0.149,4.59219288825989
"2378","DDX18",2,260,-0.0116756170652788,0.424,3.6320788860321
"3511","DDX60L",3,797,-0.0501700311626286,0.049,4.5037670135498
"3512","MTG1",3,665,-0.071460522047999,0.016,4.59114408493042
"3513","GSTO2",3,809,-0.0595590372333937,0.014,4.11724901199341
"3514","GGT5",3,590,-0.0383964511290895,0.106,4.48171281814575
"3515","GCLC",3,563,-0.02934485203967,0.198,4.50239896774292
"3516","GCLM",3,563,-0.0334544155638251,0.167,3.99378705024719
"3517","HPGDS",3,701,-0.0759820744042441,0.004,4.56415104866028
"3518","GPX4",3,683,-0.0395590598965128,0.095,4.07203006744385
"3519","GSS",3,473,-0.0518430689395616,0.074,5.15404391288757
"3520","GSTA4",3,439,-0.0808454280173391,0.012,5.21305418014526
"3521","GSTM1",3,843,-0.0834106919131231,0.001,4.11991310119629
"3522","GSTM3",3,439,-0.0871204341630892,0.009,5.23325490951538
"3523","GSTM4",3,439,-0.0812832191437868,0.013,5.16636490821838
"3524","GSTP1",3,805,-0.0368886815111656,0.076,4.58954906463623
"3525","GSTK1",3,439,-0.0797874327950905,0.013,4.71479988098145
"3526","MGST1",3,439,-0.0812832191437868,0.013,5.15392017364502
"3527","MGST2",3,439,-0.0879960164159846,0.011,5.1955029964447
"3528","MGST3",3,439,-0.0900390416727404,0.01,4.71497797966003
"3529","CSAD",3,791,-0.034018294053519,0.123,4.52671813964844
"3530","GSTT2B",3,1023,-0.0480744755437591,0.026,4.63843989372253
"51","ATP6AP1L",5,1622,-0.0247958530750896,0.106,4.5002429485321
"3531","HSPA1B",3,1319,0.00211874001185291,0.535,4.55272817611694
"3532","NBR1",3,347,-0.029211182108624,0.278,4.27722001075745
"3533","RNF20",3,793,-0.00104789543938415,0.513,4.00745296478271
"3534","MAU2",3,234,-0.0329020097375502,0.288,4.19037294387817
"3535","SPATA5",3,670,-0.0279456402153064,0.196,4.0520350933075
"3536","DPP7",3,242,0.0641281247280696,0.881,4.90324807167053
"2379","UFM1",2,136,-0.0830786318450282,0.113,4.78241586685181
"2380","LRRC49",2,24,0.0181488502160157,0.536,4.01610589027405
"3537","PCID2",3,869,0.0273621932197835,0.848,4.50162196159363
"3538","TTC4",3,818,-0.0693867943939259,0.009,4.58663201332092
"2381","UBL7",2,39,-0.226455406828919,0.026,4.09312391281128
"3539","VPS26A",3,930,0.020061369860235,0.798,4.52405309677124
"3540","ERG28",3,193,-0.160171518430305,0.006,3.72545313835144
"2382","CYP51A1",2,96,-0.0747887108855144,0.214,3.91047811508179
"3541","MSMO1",3,729,-0.0978070391978517,0.001,4.53690814971924
"3542","ADNP",3,556,-0.0240661951371433,0.248,3.89414501190186
"3543","PHGDH",3,783,0.0134317932980809,0.677,4.55374908447266
"2383","SAP30BP",2,157,0.122156537828273,0.979,3.62538719177246
"3544","IK",3,958,0.0016991069564801,0.537,4.64070892333984
"3545","MXD1",3,1407,0.0216146367995445,0.837,4.62209916114807
"3546","PNN",3,970,-0.0036904035194292,0.424,4.18531608581543
"2384","SMU1",2,34,-0.100694310192724,0.268,4.60759902000427
"3547","S100A9",3,834,0.0253215776595948,0.807,4.16171407699585
"2385","TGIF1",2,89,0.04429050889521,0.647,3.81494092941284
"2386","MBD2",2,118,0.026866802815697,0.627,4.67844486236572
"2387","SEPT7",2,121,-0.106131383917039,0.086,4.25443601608276
"2388","JAML",2,23,-0.0776077479682388,0.349,5.20847988128662
"2389","C1orf162",2,19,0,0.518,5.02249002456665
"434","FCN1",4,1286,-0.0299598817654664,0.108,4.41535687446594
"2390","EIF1",2,198,0.0367099195450745,0.723,4.80752110481262
"3548","TWIST1",3,935,-0.0280144695673128,0.154,4.4920859336853
"2391","ZMAT2",2,85,-0.0661591669157973,0.241,4.15451693534851
"2392","EPB41",2,47,0.0538132824135023,0.624,3.77807402610779
"3549","DLD",3,1391,-0.0325584857700072,0.07,4.71758008003235
"2393","BCKDHA",2,62,-0.129556049503613,0.108,4.0059449672699
"3550","ARMC8",3,314,-0.0260919333474307,0.279,5.0317919254303
"3551","RMND5B",3,27,-0.0522976360368491,0.393,5.19877314567566
"3552","C21orf2",3,34,-0.278929915636245,0.017,4.81113481521606
"3553","SSH1",3,1160,-0.00500504973119123,0.423,4.60128307342529
"3554","NAA25",3,764,-0.0301923625116348,0.166,4.48078894615173
"3555","IFITM2",3,1175,-0.0106976653630891,0.33,4.19023609161377
"2394","IFIT1",2,170,0.0254414340449347,0.641,4.76470398902893
"3556","XAF1",3,1234,-0.0120671723875265,0.313,4.24810886383057
"2395","RNASEL",2,82,-0.0380280146919933,0.346,4.60761094093323
"2396","XPO7",2,57,-0.141598465080958,0.106,4.50637412071228
"2397","CCDC22",2,25,0.0115470053837925,0.561,4.64460802078247
"2398","ATP6V0A2",2,118,-0.0681211749091495,0.207,4.69355988502502
"2399","ATP6V1C2",2,60,0.0644999731250168,0.713,4.67036914825439
"3557","PPA2",3,666,-0.0717248378486284,0.013,4.08407616615295
"3558","ATP6V0A4",3,1060,0.015933740747875,0.732,4.63866305351257
"3559","PPA1",3,640,-0.0736743368487974,0.014,4.54238605499268
"3560","LHPP",3,640,-0.0712809342369947,0.019,4.07021403312683
"3561","SLC30A5",3,234,-0.00942724821013613,0.431,4.95807695388794
"3562","ATP6V0E1",3,1060,0.0188590534692051,0.775,4.64899492263794
"3563","LRFN4",3,422,-0.0488214754844065,0.108,3.92538690567017
"435","FUT1",4,1133,-0.0414269373851161,0.059,4.77160000801086
"3564","FUT3",3,94,-0.162540535988981,0.025,4.79577016830444
"3565","HEXA",3,213,-0.0487902670135047,0.179,3.81073498725891
"436","NAGA",4,775,-0.0199444351364669,0.249,4.65472912788391
"2400","B3GALNT1",2,16,-0.365440841377929,0.047,4.74885106086731
"2401","NPRL2",2,12,-0.21320071635561,0.239,4.39480805397034
"2402","RNF152",2,8,-0.214285714285714,0.385,4.81512808799744
"3566","LAMTOR1",3,1636,0.0269960917156179,0.924,4.30367398262024
"2403","RRAGC",2,108,0.0127628234577928,0.564,4.71990299224854
"2404","NPRL3",2,12,-0.21320071635561,0.255,4.45368003845215
"2405","DEPDC5",2,12,-0.497468338163091,0.03,4.00416803359985
"2406","GNPDA2",2,25,-0.188561808316413,0.153,4.95858407020569
"3567","GUSB",3,426,-0.0545442829346454,0.078,4.38900303840637
"52","CRYL1",5,2263,-0.0251028253151706,0.057,4.65173292160034
"3568","EMC1",3,454,-0.0207007137781487,0.289,4.39207410812378
"437","EMC10",4,848,-0.0272270662271319,0.168,4.66720581054688
"438","EMC9",4,776,-0.0312397906990876,0.145,4.19165587425232
"3569","EMC4",3,370,-0.085801602292662,0.023,4.32802486419678
"3570","EMC3",3,494,-0.0482978463116153,0.104,3.95711803436279
"3571","EMC7",3,416,-0.0539195541457789,0.09,5.09906506538391
"3572","MMGT1",3,416,-0.0567303041446901,0.081,5.07147312164307
"3573","EMC2",3,276,-0.0397329488075217,0.234,3.8536479473114
"439","FUT9",4,1046,-0.0411182131581748,0.071,4.74349784851074
"440","GCNT2",4,1046,-0.0414710773323259,0.065,4.78955006599426
"3574","LSP1",3,1027,0.00936507038873516,0.648,4.03964591026306
"3575","TLR1",3,1241,0.0339149947261601,0.927,4.67480611801147
"3576","RYBP",3,1009,-0.0113464686349524,0.31,4.63882994651794
"2407","KDM2B",2,63,0.0450704240130246,0.643,4.12965202331543
"2408","SAMD9L",2,38,-0.114510410728744,0.207,4.49656915664673
"2409","WARS",2,36,-0.118403788981872,0.213,4.18146514892578
"441","CTH",4,2993,0.00431673046350711,0.632,4.52766990661621
"2410","HMG20A",2,28,-0.0415739709641549,0.421,4.47868299484253
"3577","GSE1",3,185,-0.0136225558300074,0.424,4.41981101036072
"2411","RCOR3",2,4,0.235702260395516,0.76,4.84245800971985
"3578","RAI1",3,587,0.0109568504909479,0.639,4.46667289733887
"3579","TCF20",3,606,-0.00962235214173728,0.366,3.96423316001892
"3580","MICU2",3,1176,-0.00556175348136856,0.39,4.63598108291626
"3581","CATSPERG",3,1176,-0.00467594919187645,0.423,4.64055395126343
"3582","MICU1",3,1176,0.00154035878659467,0.52,4.213299036026
"2412","RASGRP4",2,58,0.0724085115080976,0.732,4.52968883514404
"2413","ADAM22",2,22,-0.252728709714401,0.099,3.92370796203613
"2414","SHISA9",2,15,0.10432810619146,0.655,4.26173901557922
"2415","ADAM23",2,22,-0.270158275901601,0.074,4.3912398815155
"2416","OLFM2",2,15,-0.0521640530957301,0.482,3.8400399684906
"2417","CITED4",2,29,-0.206338680208135,0.138,4.53234195709229
"2418","TFAP2B",2,71,-0.0646069964616364,0.286,4.70357918739319
"3583","TRIM38",3,1285,-0.00696060997399595,0.396,4.2268660068512
"3584","TRIM3",3,1285,-0.00697845769187799,0.405,4.63984990119934
"3585","TRIM6",3,1285,-0.00273665007524627,0.471,4.26020288467407
"2419","IFNAR2",2,97,-0.0531602136919002,0.269,4.69522500038147
"3586","TRIM17",3,1285,-0.00373017303734655,0.46,4.66824817657471
"3587","TRIM26",3,1285,-0.00308765519359308,0.47,4.23888492584229
"3588","PTGES2",3,1454,0.0138384092750741,0.744,4.65828204154968
"3589","TRIM45",3,1285,-0.00298651812559484,0.471,4.65957093238831
"3590","TRIM8",3,1285,-0.0061515134300101,0.417,4.23958396911621
"3591","TRIM14",3,1285,-0.00246298506772164,0.478,5.46108412742615
"2420","IMPAD1",2,85,-0.0319968956837825,0.361,4.58618998527527
"2421","PAPSS2",2,99,-0.135199986199904,0.045,4.14691805839539
"2422","PAPSS1",2,99,-0.146298492529747,0.036,4.59998607635498
"3592","ARL2",3,564,-0.00779114120454025,0.418,4.49762797355652
"3593","AKAP8",3,1521,-0.0207017590532292,0.17,4.1800320148468
"2423","PCGF3",2,55,-0.0806554686212421,0.251,4.60116910934448
"2424","DGKQ",2,108,0.0321599141684717,0.654,4.2421190738678
"2425","PCYT1A",2,61,-0.180764330723783,0.048,4.6562340259552
"2426","PCYT2",2,24,-0.323029141234899,0.031,4.25737404823303
"3594","PLA2G12A",3,1498,-0.00375330187150639,0.436,4.28125905990601
"2427","DGKZ",2,101,0.0796444243084997,0.83,4.63361501693726
"2428","DGKE",2,101,0.0796444243084997,0.828,4.6452100276947
"3595","PLA2G4C",3,1788,-0.00116671507422991,0.48,4.39529609680176
"3596","CARD9",3,1095,-0.0254543678942086,0.187,4.61145496368408
"2429","CASP4",2,35,-0.317994415327175,0.011,4.55654191970825
"3597","NAP1L4",3,1302,0.0133555608896844,0.729,4.22821497917175
"3598","CFAP97",3,707,0.0628447911304506,0.978,4.38473296165466
"3599","CCDC58",3,967,0.0231922248532405,0.807,4.00241494178772
"3600","EIF5AL1",3,1309,0.00599911018520135,0.606,4.70116496086121
"3601","EIF5A",3,1310,0.00917440260029418,0.656,4.69033813476562
"3602","GSTZ1",3,754,-0.0182095782221111,0.293,4.03915286064148
"3603","HDLBP",3,996,0.0129909148272836,0.672,4.52508783340454
"2430","RNF31",2,162,-0.142945032122802,0.007,4.79103803634644
"2431","SMPD3",2,90,-0.0244724686637296,0.406,4.17583990097046
"2432","EIF5A2",2,194,0.00783399751240356,0.553,4.68225693702698
"2433","SHARPIN",2,77,0.079408378123576,0.806,4.67753195762634
"2434","NSMAF",2,71,-0.0505619972308459,0.291,4.16631007194519
"2435","TTC37",2,94,-0.0749352568025686,0.189,4.54455518722534
"2436","CDIPT",2,112,-0.00232761442746507,0.472,4.66915798187256
"2437","CRLS1",2,28,0.0772088032191448,0.682,3.74248886108398
"3604","PGS1",3,139,0.0645302464610971,0.808,4.09607601165771
"2438","RAPGEF4",2,220,-0.0151839292191076,0.388,4.34454894065857
"3605","ABCC8",3,984,-0.0499745893597293,0.023,4.61858510971069
"2439","ABT1",2,193,-0.111782097137759,0.025,4.71112298965454
"2440","ZNF593",2,167,-0.104062254411667,0.069,4.10086512565613
"3606","CCDC86",3,494,-0.00592618352148753,0.446,5.12861800193787
"14","WWOX",1,0,NA,1,4.71426892280579
"2441","TEAD3",2,18,-0.176470588235294,0.282,3.96140193939209
"2442","TEAD2",2,18,-0.254901960784314,0.166,4.45715713500977
"2443","ZPR1",2,54,-0.0218611746169035,0.438,4.23291492462158
"2444","MOB1B",2,49,-0.114292046430456,0.223,4.61155915260315
"3607","TTC5",3,1624,0.0399828808851037,0.968,4.66631102561951
"2445","TSSC4",2,42,-0.0231884408647134,0.425,4.00527787208557
"3608","CD2",3,1704,-0.00334147616357042,0.418,4.78486299514771
"3609","TWF2",3,502,-0.0432566080858311,0.122,4.34482002258301
"2446","IMPA1",2,81,-0.121315458393149,0.088,4.0874490737915
"2447","IMPA2",2,80,-0.0306909700675457,0.348,4.51618385314941
"2448","MTM1",2,101,0.0680241383409795,0.785,4.64455080032349
"2449","PIK3C2B",2,99,0.00605435478915333,0.496,4.23437690734863
"2450","MTMR14",2,94,0.0717465224705444,0.785,4.58284282684326
"2451","MTMR1",2,94,0.0685577881385202,0.774,4.18449401855469
"2452","MTMR2",2,94,0.0701521553045323,0.779,4.59106206893921
"2453","MTMR6",2,94,0.0685577881385202,0.777,4.65529012680054
"2454","MTMR7",2,94,0.0717465224705444,0.785,4.18181014060974
"3610","TUBD1",3,256,-0.0520653616103023,0.184,4.18624591827393
"3611","SCAF11",3,514,-0.00499848129921184,0.434,4.30446076393127
"3612","SCAP",3,359,-0.00341467682203856,0.479,3.90179896354675
"3613","ANKRD28",3,558,-0.0368008944396723,0.145,4.3876371383667
"2455","PPP6R3",2,35,0.151387774316078,0.856,3.46020197868347
"3614","PPP6C",3,270,-0.0771535558339514,0.049,4.27278089523315
"3615","SREBF2",3,1461,-0.0312368985172547,0.063,3.53848505020142
"3616","FYCO1",3,372,-0.064899272159492,0.054,4.24727296829224
"2456","TTC38",2,11,-0.341121146168977,0.179,5.44345092773438
"3617","CDC42EP3",3,497,-0.0549028186044351,0.075,4.6409809589386
"3618","CDC42EP5",3,497,-0.055036483409315,0.066,5.2525269985199
"3619","PAPD4",3,849,-0.0374936434294567,0.099,5.21229100227356
"2457","COMMD1",2,30,-0.025628391481283,0.47,5.02926301956177
"2458","INO80C",2,167,0.0373066187048787,0.731,5.72566294670105
"2459","MGA",2,156,-0.0771267834376394,0.116,5.24197793006897
"2460","INO80E",2,92,0.0748474714533068,0.82,5.63921904563904
"2461","KANSL2",2,40,-0.074535599249993,0.365,5.28571605682373
"2462","KANSL3",2,41,-0.121474678682331,0.262,4.86498188972473
"3620","INO80B",3,1650,0.037150515934087,0.976,5.6380341053009
"3621","ACTR8",3,1650,0.0355765437828507,0.965,5.78259801864624
"2463","TMEM65",2,12,0.259794366658822,0.823,4.49239301681519
"2464","HMGCL",2,86,-0.0283022133167136,0.375,5.30664491653442
"3622","ACADSB",3,851,0.0304280025820785,0.881,5.43928909301758
"3623","PCCB",3,802,-0.00868820246648688,0.367,4.85688400268555
"2465","MECR",2,36,0.041601331263901,0.605,5.25464010238647
"2466","PGD",2,33,-0.161627045958809,0.155,4.62004089355469
"2467","ACOX3",2,45,0.0623297993338971,0.694,5.15744781494141
"2468","SUCLG2",2,150,-0.0697784468120453,0.15,5.68892693519592
"3624","MYBL1",3,1159,0.00380053569627867,0.519,4.85278391838074
"3625","USB1",3,886,0.00775008213310289,0.598,5.2041540145874
"2469","WDR83",2,109,0.122321267510716,0.945,5.21729588508606
"3626","DMTF1",3,1449,0.0377810503500652,0.961,5.36704182624817
"2470","CYBB",2,97,0.00303935924417586,0.514,5.38208317756653
"2471","NCF4",2,133,0.00845765305964399,0.557,4.96361684799194
"3627","NCF1",3,1386,0.0226044000168352,0.854,5.4214301109314
"3628","ZFAND2B",3,1471,-0.0119660427939213,0.274,4.70403504371643
"2472","COX19",2,80,0.0140100908994802,0.522,4.75490307807922
"2473","MALT1",2,103,-0.0776545181639486,0.171,5.50793290138245
"2474","SMAD6",2,63,-0.0532650465608472,0.308,5.38160991668701
"2475","IRAK4",2,129,0.0777836297756163,0.857,5.12347602844238
"2476","TRAF5",2,57,0,0.509,5.40939593315125
"2477","CARD11",2,94,-0.0892053029044058,0.174,5.38181710243225
"2478","BCL10",2,94,-0.0462366478143508,0.291,4.91447591781616
"2479","ECI1",2,18,0,0.535,5.96229887008667
"442","KIAA1522",4,2050,0.0297241499595753,0.95,5.50290894508362
"15","POGZ",1,0,NA,1,4.9977171421051
"2480","CCDC14",2,25,-0.178524346678194,0.135,5.14871907234192
"2481","SART3",2,76,0.0365605664738055,0.671,4.84237408638
"2482","USP15",2,202,0.0695814690342202,0.894,4.8481719493866
"443","RAB30",4,1523,-0.000138439862143082,0.479,5.63264894485474
"444","GOLGA3",4,1523,0.00265928511310666,0.526,5.10817217826843
"2483","MAN1A1",2,37,0.0809444658516353,0.735,5.13965606689453
"3629","MAN2A1",3,356,0.00840177771538169,0.568,5.18929290771484
"2484","MAN1C1",2,37,0.0539629772344235,0.652,4.74408602714539
"3630","RAB33B",3,309,0.000522210857927426,0.509,5.93417811393738
"2485","RAB36",2,26,-0.112089707663561,0.241,5.89180207252502
"2486","BAMBI",2,59,-0.239372860343459,0.013,4.98513388633728
"3631","BMP7",3,1035,-0.0116489565975455,0.328,5.23357701301575
"3632","PIN4",3,221,-0.022061815355053,0.367,4.4309549331665
"2487","RBM27",2,93,-0.0860754805560117,0.23,5.3289270401001
"3633","ZZZ3",3,877,0.0415098883159575,0.946,5.10741591453552
"2488","SUPT20H",2,83,0.0752177064707777,0.778,4.67737889289856
"2489","YEATS2",2,117,0.0559564212075955,0.732,4.79826807975769
"2490","KAT14",2,76,0.0816794953523444,0.764,5.47997093200684
"2491","USP3",2,175,0.0675833025525671,0.824,4.90977597236633
"2492","COX5B",2,150,-0.104842478206557,0.059,5.16246008872986
"3634","ATP5S",3,528,-0.0345271000823694,0.172,4.51823687553406
"3635","NDUFB8",3,1046,-0.0544045758400309,0.021,4.63878607749939
"3636","NDUFA12",3,1373,-0.0188869035395536,0.21,5.03273606300354
"3637","SDHB",3,869,-0.0309996243857014,0.124,4.15655016899109
"3638","UQCRB",3,873,-0.0409912777580216,0.068,4.57116508483887
"3639","UQCRFS1",3,1261,-0.0401941200095993,0.037,4.7171459197998
"3640","COX4I2",3,611,-0.0637966677771297,0.026,4.06316900253296
"3641","NXT2",3,413,0.0092916214659348,0.584,4.19365692138672
"2493","DPH2",2,24,-0.181488502160157,0.189,3.98568487167358
"3642","CAMK1D",3,958,-0.0273538070119658,0.153,4.45395708084106
"3643","RPS6KA4",3,1724,0.0477812442557607,0.992,4.63824701309204
"2494","CSDE1",2,37,-0.0516656172194752,0.412,3.40466284751892
"3644","CAB39",3,1201,-0.0326314186250713,0.088,4.61438393592834
"2495","ANKHD1",2,72,0.0839524091150797,0.809,4.70064187049866
"3645","C4orf19",3,181,0.0547812959255397,0.809,4.43542003631592
"2496","CTTNBP2NL",2,37,-0.0774984258292129,0.373,4.54657101631165
"2497","RIMS1",2,57,0,0.478,4.25737118721008
"3646","UNC13A",3,41,-0.18332091363794,0.073,4.54122996330261
"2498","SYN1",2,34,-0.109450337166004,0.243,4.54811811447144
"2499","PPFIA4",2,74,-0.0830593361389617,0.19,4.17755794525146
"2500","RIMS2",2,15,-0.29277002188456,0.113,4.28746294975281
"3647","PLIN2",3,1473,-0.00880077468534182,0.352,4.6401948928833
"3648","CPT2",3,1362,0.0173753846369095,0.806,4.23676300048828
"3649","ALAS1",3,1840,-0.00999985463631862,0.292,4.81922101974487
"3650","GRHL1",3,1281,0.0112468336872671,0.705,4.56096410751343
"3651","ABCB4",3,1281,0.0128095686776505,0.721,4.11072897911072
"2501","TXNRD1",2,93,-0.075047308824,0.203,4.67934584617615
"2502","PEX11A",2,63,-0.00409731127391133,0.494,4.22491717338562
"445","NR5A2",4,2843,0.0166080718373706,0.869,4.31798911094666
"3652","KMT5B",3,544,-0.0128252385303752,0.351,4.34032988548279
"3653","PPARD",3,1782,-0.00216634576217947,0.468,4.35574197769165
"3654","RORC",3,668,-0.00673738706900901,0.426,4.42895889282227
"2503","TFF1",2,212,-0.044972383610695,0.22,4.16448593139648
"3655","TOM1",3,965,-0.0433226900642157,0.052,4.00505399703979
"3656","ATF5",3,380,-0.0437428399243086,0.167,5.00041794776917
"3657","LYZ",3,1173,-0.0236435627125982,0.175,4.09009599685669
"3658","KLF5",3,874,0.00605895809167538,0.587,4.41283893585205
"2504","RUNX1",2,53,-0.227054107485583,0.022,4.64537191390991
"2505","PLXNB3",2,65,-0.0734236041135658,0.233,4.11207604408264
"3659","PTPRC",3,1157,-0.0342330209271858,0.083,4.63313698768616
"3660","CEBPG",3,604,0.00501522289215844,0.572,4.35302710533142
"3661","HSF2",3,1276,0.0243477383500223,0.872,4.08585214614868
"3662","ID1",3,1467,0.00625493256528895,0.612,4.56698179244995
"2506","LBP",2,71,-0.0785516102071123,0.204,4.65775799751282
"2507","PLXND1",2,15,-0.382779501175476,0.058,4.59745001792908
"2508","TXLNA",2,61,0.0120714328056691,0.542,4.40245914459229
"3663","YLPM1",3,910,-0.0080403811103676,0.388,4.05972385406494
"3664","MBTD1",3,606,0.0164598074591625,0.675,4.3538990020752
"446","SIL1",4,1183,-0.0155421596904861,0.259,4.59659600257874
"3665","SEC63",3,671,-0.0487987453905461,0.054,4.05899310112
"2509","KPNA3",2,42,0.0152409985619738,0.567,4.65799498558044
"2510","GAR1",2,222,-0.0600725185767393,0.136,4.67634701728821
"3666","NEMF",3,478,-0.00512614763409019,0.438,3.84934210777283
"3667","PRDX6",3,338,-0.0638973056224845,0.076,4.28446412086487
"3668","WIPI2",3,650,-0.0862882226779821,0.002,4.03916096687317
"3669","ATG16L1",3,1256,-0.0427489957173879,0.023,4.60565209388733
"2511","ATG10",2,12,-0.165822779387697,0.31,4.40088105201721
"3670","MAP1LC3A",3,913,-0.0574517081143851,0.019,4.13681292533875
"3671","ATG12",3,934,-0.0535279279594773,0.023,4.58198809623718
"3672","TTC1",3,808,0.0188790019689269,0.73,4.52683305740356
"3673","RNASEH2B",3,824,0.0493198172378085,0.968,3.972247838974
"2512","DEFB1",2,58,-0.185695338177052,0.014,4.88709092140198
"3674","DEFB132",3,95,-0.184950355204982,0.006,4.27234816551208
"447","NMRK1",4,1611,-0.0337935502539126,0.044,4.12409591674805
"3675","SDHA",3,892,-0.0140795399030846,0.275,4.53248310089111
"2513","GRK3",2,160,-0.0913113351656905,0.089,4.27020001411438
"448","PHOSPHO2",4,742,-0.0636330617399657,0.014,4.62666320800781
"3676","PNPO",3,231,-0.0818752628474332,0.046,4.8243670463562
"3677","BOLA3",3,18,-0.422191643581765,0.018,3.95056104660034
"2514","BOLA1",2,12,-0.639602149066831,0.006,4.85433483123779
"3678","TBC1D23",3,34,-0.318483555393467,0.009,4.78810501098633
"2515","API5",2,9,-0.267261241912424,0.253,4.00190305709839
"2516","BICD1",2,51,0.0475270820628804,0.667,4.42843389511108
"3679","AHCYL1",3,1035,0.00897201922849994,0.626,4.16921401023865
"3680","RRAGB",3,1657,0.0218718949647776,0.854,4.71331000328064
"3681","SLC38A9",3,213,-0.00414647460772786,0.473,4.92981004714966
"449","CD177",4,1367,-0.052849811286346,0.003,4.2851140499115
"2517","THBD",2,60,-0.120684631314698,0.167,4.50928807258606
"2518","POP7",2,44,-0.20240202903691,0.045,5.1936891078949
"2519","NOP10",2,213,-0.00113307155228407,0.478,4.25314998626709
"3682","SPTSSB",3,99,-0.116407839655124,0.081,4.79698204994202
"2520","SPTSSA",2,14,-0.171895984677448,0.262,4.77554607391357
"450","ZDHHC9",4,329,-0.015653729233428,0.348,4.77407503128052
"3683","GOLGA7",3,40,-0.205595287203205,0.066,5.22514796257019
"2521","SRR",2,78,-0.0145571048913716,0.475,4.5442328453064
"3684","ORMDL3",3,40,-0.071499971913388,0.294,4.81306910514832
"3685","PNLIPRP3",3,527,0.0420239580511187,0.881,5.17915987968445
"3686","CYP11A1",3,230,-0.0721143671979015,0.094,4.30353689193726
"3687","CYP27A1",3,744,-0.0698047697853038,0.007,4.09773898124695
"2522","DHCR7",2,70,-0.13113910263349,0.094,4.56643104553223
"3688","DHCR24",3,336,-0.0831989848936906,0.038,4.31476998329163
"3689","ACSL3",3,531,-0.0109295970438701,0.396,4.01708388328552
"3690","ACSL4",3,531,0.000465430711119283,0.518,4.45104813575745
"3691","ACSL6",3,509,-0.00569415707577609,0.456,3.99947309494019
"2523","LIPA",2,40,-0.204958512894664,0.074,4.22632694244385
"3692","STS",3,356,-0.104349503415034,0.008,4.29800605773926
"3693","SULT2B1",3,329,-0.116427289577698,0.002,3.84097814559937
"3694","PNPLA3",3,527,0.0367931618895503,0.848,5.15055990219116
"3695","CH25H",3,253,-0.0627175601817599,0.117,3.82111716270447
"3696","LIPG",3,527,0.0400866261394267,0.868,5.20286989212036
"3697","RTP4",3,336,-0.0481269166142597,0.138,4.97536611557007
"2524","MALSU1",2,42,-0.137168987057764,0.159,4.78858208656311
"3698","MRPL30",3,617,0.00976616467201744,0.592,4.05321288108826
"3699","PDCL",3,1414,-0.036968582912562,0.043,4.67154788970947
"3700","WRAP53",3,1272,-0.0125765292113762,0.301,4.10942697525024
"2525","C1QBP",2,116,0.106186941356123,0.916,4.66753888130188
"3701","RGS11",3,1196,-0.0615094708898757,0.004,4.65435791015625
"3702","GCN1",3,1167,-0.018267268159742,0.197,4.19227695465088
"3703","TTC8",3,1027,-0.0151071424006819,0.304,4.57261919975281
"3704","BBS5",3,1027,-0.00883606256724375,0.382,4.56948900222778
"3705","DNAJA4",3,734,-0.0090444160678699,0.388,3.9603910446167
"3706","BBS1",3,1031,-0.0167363422562918,0.284,4.57040691375732
"2526","PEX19",2,35,-0.351467511677404,0.007,4.63857913017273
"3707","NUDT19",3,160,-0.0753192139468975,0.12,4.40027117729187
"451","NPC1",4,684,-0.0234653632348329,0.214,4.5901300907135
"2527","SLC9A3R2",2,160,-0.130749879920659,0.019,4.31711888313293
